2013-05;4;27,280701754385966;0,0;90,78060905468692
2013-06;5;27,280701754385966;0,0;90,78060905468692
2013-07;20;27,280701754385966;0,0;90,78060905468692
2013-08;16;27,280701754385966;0,0;90,78060905468692
2013-09;14;27,280701754385966;0,0;90,78060905468692
2013-10;17;27,280701754385966;0,0;90,78060905468692
2013-11;34;27,280701754385966;0,0;90,78060905468692
2013-12;9;27,280701754385966;0,0;90,78060905468692
2014-01;25;27,280701754385966;0,0;90,78060905468692
2014-02;18;27,280701754385966;0,0;90,78060905468692
2014-03;40;27,280701754385966;0,0;90,78060905468692
2014-04;11;27,280701754385966;0,0;90,78060905468692
2014-05;34;27,280701754385966;0,0;90,78060905468692
2014-06;7;27,280701754385966;0,0;90,78060905468692
2014-07;14;27,280701754385966;0,0;90,78060905468692
2014-08;68;27,280701754385966;0,0;90,78060905468692
2014-09;67;27,280701754385966;0,0;90,78060905468692
2014-10;58;27,280701754385966;0,0;90,78060905468692
2014-11;72;27,280701754385966;0,0;90,78060905468692
2014-12;46;27,280701754385966;0,0;90,78060905468692
2015-01;20;27,280701754385966;0,0;90,78060905468692
2015-02;24;27,280701754385966;0,0;90,78060905468692
2015-03;46;27,280701754385966;0,0;90,78060905468692
2015-04;39;27,280701754385966;0,0;90,78060905468692
2015-05;25;27,280701754385966;0,0;90,78060905468692
2015-06;61;27,280701754385966;0,0;90,78060905468692
2015-07;33;27,280701754385966;0,0;90,78060905468692
2015-08;50;27,280701754385966;0,0;90,78060905468692
2015-09;72;27,280701754385966;0,0;90,78060905468692
2015-10;52;27,280701754385966;0,0;90,78060905468692
2015-11;35;27,280701754385966;0,0;90,78060905468692
2015-12;45;27,280701754385966;0,0;90,78060905468692
2016-01;65;27,280701754385966;0,0;90,78060905468692
2016-02;43;27,280701754385966;0,0;90,78060905468692
2016-03;21;27,280701754385966;0,0;90,78060905468692
2016-04;33;27,280701754385966;0,0;90,78060905468692
2016-05;52;27,280701754385966;0,0;90,78060905468692
2016-06;43;27,280701754385966;0,0;90,78060905468692
2016-07;46;27,280701754385966;0,0;90,78060905468692
2016-08;39;27,280701754385966;0,0;90,78060905468692
2016-09;6;27,280701754385966;0,0;90,78060905468692
2016-10;8;27,280701754385966;0,0;90,78060905468692
2016-11;14;27,280701754385966;0,0;90,78060905468692
2016-12;30;27,280701754385966;0,0;90,78060905468692
2017-01;22;27,280701754385966;0,0;90,78060905468692
2017-02;20;27,280701754385966;0,0;90,78060905468692
2017-03;5;27,280701754385966;0,0;90,78060905468692
2017-06;1;27,280701754385966;0,0;90,78060905468692
2017-08;1;27,280701754385966;0,0;90,78060905468692
2017-09;1;27,280701754385966;0,0;90,78060905468692
2017-10;3;27,280701754385966;0,0;90,78060905468692
2018-01;2;27,280701754385966;0,0;90,78060905468692
2018-02;6;27,280701754385966;0,0;90,78060905468692
2018-03;3;27,280701754385966;0,0;90,78060905468692
2018-04;3;27,280701754385966;0,0;90,78060905468692
2018-06;1;27,280701754385966;0,0;90,78060905468692
2018-08;6;27,280701754385966;0,0;90,78060905468692
